"peakId","pvalue","correlation","adjCorrelation"
"hg38:chr4:2417168-2417669",1.101753212061e-10,0.228463017271182,0.223670862098954
"hg38:chr15:73785994-73786495",0.0744558400630041,0.0196298096353732,0.0135405537945993
"hg38:chr17:41689146-41689647",0.286086681075517,0.00706488681812035,0.000897587978481339
"hg38:chr7:154587888-154588389",0.0193618890879458,0.0334974867892647,0.027494365589198
"hg38:chr15:74996288-74996789",0.0782978738781575,0.019128413249675,0.0130360431456357
"hg38:chr1:111852390-111852891",0.00138305058392385,0.0617380593372416,0.0559103454200817
"hg38:chr12:96248773-96249274",9.05959669065179e-06,0.115504308753445,0.110010546696013
"hg38:chr8:117592300-117592801",0.570567206730954,0.00200255699722925,-0.00419618488477563
"hg38:chr6:3250103-3250604",0.085147911647893,0.0182963813706246,0.0121988433667154
"hg38:chr3:45035892-45036393",4.14905576113466e-06,0.12370209764824,0.118259253534253
"hg38:chr1:222310755-222311256",0.000140512171452543,0.0863526668682323,0.0806778387121344
"hg38:chr20:4617472-4617973",1.59028178035851e-05,0.109566115481287,0.104035470235829
"hg38:chr3:179451312-179451813",0.0141127323590008,0.0368364802409602,0.0308540981306555
"hg38:chr14:99271961-99272462",0.399415076727453,0.0044144164876369,-0.00176934490063867
"hg38:chr11:66371163-66371664",0.0222082133276368,0.0320564285948029,0.0260443567227209
"hg38:chr11:43736776-43737277",0.693862275983135,0.000964862612773257,-0.0052403245759672
"hg38:chr3:154429106-154429607",0.112893142240877,0.0155367570873465,0.00942207855993864
"hg38:chr16:24078017-24078518",0.0130387496219641,0.0376753854288073,0.0316982139097316
"hg38:chr16:67155263-67155764",0.0373119636112726,0.0266543068852357,0.0206086814621626
"hg38:chr19:47427172-47427673",0.0222242727055876,0.0320488463367107,0.0260367273698579
"hg38:chr2:9462270-9462771",5.09227349602495e-09,0.191669048439587,0.18664835929946
"hg38:chr2:165016675-165017176",0.121966475415504,0.0147920869487144,0.00867278314094245
"hg38:chr8:133182856-133183357",6.76168396682911e-12,0.254279975328973,0.249648173933501
"hg38:chr17:28576585-28577086",0.687789454139203,0.00100564989348089,-0.00519928395811235
"hg38:chr6:10014504-10015005",0.370706859697289,0.00498001175284167,-0.00120023662136427
"hg38:chr2:86442562-86443063",0.262209613663638,0.0078014627486628,0.00163873891480356
"hg38:chr10:86756166-86756667",0.932911063999027,4.41530161450583e-05,-0.0061667528657421
"hg38:chr17:47067164-47067665",0.777213200328753,0.000498702736610674,-0.00570937985508742
"hg38:chr18:49487048-49487549",0.000210913991214368,0.0819934401283458,0.0762915360297642
"hg38:chr5:143573166-143573667",6.34644309214531e-07,0.143186784210675,0.137864962994592
"hg38:chr12:108785308-108785809",2.45139498598994e-08,0.176140627258971,0.171023488297846
"hg38:chr21:28885080-28885581",0.000167014253037498,0.0844991729200215,0.0788128323791522
"hg38:chr18:35041160-35041661",2.83054932965878e-05,0.103455454876066,0.0978868552169113
"hg38:chr18:12883710-12884211",7.61812877437467e-07,0.141305988369528,0.135972485191699
"hg38:chr12:55830310-55830811",8.73250315205044e-06,0.115891486038613,0.110400128809039
"hg38:chr1:110630703-110631204",0.0740181677715886,0.0196886677942747,0.0135997775321273
"hg38:chr10:122199101-122199602",7.69187847959228e-06,0.117226606412512,0.111743541856068
"hg38:chr15:88402097-88402598",0.308099738346593,0.00645135830039498,0.000280248724620986
"hg38:chr20:50929284-50929785",0.00171712174046208,0.0594055828450687,0.0535633814962803
"hg38:chr12:130761639-130762140",0.000949365889650728,0.0657951480228307,0.0599926334142769
"hg38:chr20:57441017-57441518",2.6652429591948e-05,0.104094401172806,0.0985297701241905
"hg38:chr5:65071020-65071521",1.08657986815339e-05,0.113588539027892,0.108082877779618
"hg38:chr1:177302285-177302786",0.0469823921700595,0.0242857496340584,0.0182254126752637
"hg38:chr17:40035034-40035535",2.33328781607711e-11,0.242922574839811,0.238220230584158
"hg38:chr8:144314131-144314632",0.000337031425964028,0.0769535616521925,0.0712203539605913
"hg38:chr11:46238106-46238607",0.110984866718772,0.015701705045902,0.00958805103997597
"hg38:chr6:33427871-33428372",0.953245230908988,2.14184213539314e-05,-0.00618962866919659
"hg38:chr1:1032932-1033433",2.550712301988e-06,0.128782076712455,0.123370785263464
"hg38:chr21:34361803-34362304",0.000540089441422907,0.0718755497654473,0.0661108016273444
"hg38:chr18:46757428-46757929",0.876074382263137,0.000151511961907096,-0.00605872709423021
"hg38:chr1:226736226-226736727",0.857346438918517,0.00020129439643865,-0.00600863545203056
"hg38:chr22:24592857-24593358",0.39382059087359,0.00452002536733685,-0.0016630800651642
"hg38:chr1:201113963-201114464",5.76783038354132e-09,0.190447517881594,0.185419241595144
"hg38:chr14:56579539-56580040",0.00971608868231972,0.0408022802205885,0.034844530408294
"hg38:chr4:113145388-113145889",0.586654493314653,0.00184003557636443,-0.00435971575545928
"hg38:chr4:89434308-89434809",1.27647801749395e-09,0.205127377611254,0.200190280577783
"hg38:chr10:97109557-97110058",0.00018887727862327,0.0831786316243918,0.0774840889636737
"hg38:chr12:130839083-130839584",7.97004376667175e-09,0.187268804113051,0.182220784262822
"hg38:chr11:111913908-111914409",0.491121214052424,0.00294932590515658,-0.00324353542462506
"hg38:chr19:55447808-55448309",0.93716370476894,3.87217344498932e-05,-0.00617221788210636
"hg38:chr18:76398844-76399345",3.52989721835421e-09,0.195253052384485,0.190254624138426
"hg38:chr2:190180594-190181095",0.00563449515195545,0.0466256737142853,0.0407040940479143
"hg38:chr1:156659888-156660389",1.056684576078e-08,0.184487756204025,0.179422462764299
